symbol,name,number,profit_rate,trade_count,failed_trades,up_sell_rate,down_buy_rate,up_callback_rate,down_rebound_rate,shares_per_trade
159531,中证2000ETF,0,2.034851810974127,6,"{'无持仓': 188, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.013000000000000001,0.029,0.003,0.0055000000000000005,18000
159531,中证2000ETF,1,0.5096592435000057,2,"{'无持仓': 200, '卖出价格超范围': 0, '现金不足': 17, '买入价格超范围': 0}",0.007,0.0045000000000000005,0.002,0.001,66000
159531,中证2000ETF,2,1.4782153522500303,2,"{'无持仓': 192, '卖出价格超范围': 0, '现金不足': 19, '买入价格超范围': 0}",0.022,0.0035,0.0065,0.001,91000
159531,中证2000ETF,3,0.7648631244999997,2,"{'无持仓': 200, '卖出价格超范围': 0, '现金不足': 16, '买入价格超范围': 0}",0.0085,0.008,0.001,0.001,58000
159531,中证2000ETF,4,5.675839156837581,14,"{'无持仓': 179, '卖出价格超范围': 0, '现金不足': 5, '买入价格超范围': 0}",0.014499999999999999,0.011,0.003,0.001,32000
159531,中证2000ETF,5,1.2433794963749825,2,"{'无持仓': 185, '卖出价格超范围': 0, '现金不足': 7, '买入价格超范围': 0}",0.013000000000000001,0.0155,0.003,0.0015,57000
159531,中证2000ETF,6,14.188388755882611,14,"{'无持仓': 3, '卖出价格超范围': 561, '现金不足': 17, '买入价格超范围': 0}",0.019,0.004,0.004,0.001,19000
159531,中证2000ETF,7,5.907443866892383,6,"{'无持仓': 189, '卖出价格超范围': 0, '现金不足': 1, '买入价格超范围': 0}",0.0045000000000000005,0.029,0.001,0.0085,89000
159531,中证2000ETF,8,9.602132456790816,21,"{'无持仓': 3, '卖出价格超范围': 484, '现金不足': 13, '买入价格超范围': 0}",0.011,0.0055,0.0025,0.001,14000
159531,中证2000ETF,9,1.9156108240783214,8,"{'无持仓': 185, '卖出价格超范围': 0, '现金不足': 18, '买入价格超范围': 0}",0.0165,0.0035,0.0045,0.001,29000
159531,中证2000ETF,10,14.033923229943394,9,"{'无持仓': 3, '卖出价格超范围': 458, '现金不足': 3, '买入价格超范围': 0}",0.021,0.0115,0.0035,0.002,21000
159531,中证2000ETF,11,4.658538207277378,4,"{'无持仓': 187, '卖出价格超范围': 0, '现金不足': 3, '买入价格超范围': 0}",0.0295,0.024,0.0085,0.0065,66000
159531,中证2000ETF,12,20.02192892108427,5,"{'无持仓': 5, '卖出价格超范围': 450, '现金不足': 16, '买入价格超范围': 0}",0.028,0.005,0.002,0.001,36000
159531,中证2000ETF,13,4.4865564210272275,14,"{'无持仓': 181, '卖出价格超范围': 0, '现金不足': 6, '买入价格超范围': 0}",0.013500000000000002,0.01,0.0035,0.0015,31000
159531,中证2000ETF,14,1.8100841715000278,2,"{'无持仓': 188, '卖出价格超范围': 0, '现金不足': 12, '买入价格超范围': 0}",0.0175,0.006500000000000001,0.0045000000000000005,0.001,108000
159531,中证2000ETF,15,2.056721472000019,2,"{'无持仓': 188, '卖出价格超范围': 0, '现金不足': 11, '买入价格超范围': 0}",0.024,0.008,0.001,0.002,78000
159531,中证2000ETF,16,6.459010531800945,8,"{'无持仓': 7, '卖出价格超范围': 299, '现金不足': 0, '买入价格超范围': 0}",0.023,0.024,0.001,0.003,13000
159531,中证2000ETF,17,21.25993611638178,7,"{'无持仓': 3, '卖出价格超范围': 400, '现金不足': 0, '买入价格超范围': 0}",0.0265,0.02,0.003,0.001,34000
159531,中证2000ETF,18,5.400668926671933,8,"{'无持仓': 186, '卖出价格超范围': 0, '现金不足': 4, '买入价格超范围': 0}",0.0115,0.023,0.0025,0.006,52000
159531,中证2000ETF,19,5.377079548357462,6,"{'无持仓': 190, '卖出价格超范围': 0, '现金不足': 3, '买入价格超范围': 0}",0.006,0.0225,0.0015,0.004,85000
159531,中证2000ETF,20,3.2795506481741614,12,"{'无持仓': 177, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.0165,0.017,0.0025,0.001,12000
159531,中证2000ETF,21,7.181394611777766,10,"{'无持仓': 190, '卖出价格超范围': 0, '现金不足': 1, '买入价格超范围': 0}",0.0035,0.0205,0.001,0.0025,56000
159531,中证2000ETF,22,11.588901554285519,6,"{'无持仓': 3, '卖出价格超范围': 293, '现金不足': 8, '买入价格超范围': 0}",0.0275,0.009500000000000001,0.004,0.0025,25000
159531,中证2000ETF,23,1.869764019631475,4,"{'无持仓': 191, '卖出价格超范围': 0, '现金不足': 9, '买入价格超范围': 0}",0.005,0.010499999999999999,0.001,0.003,89000
159531,中证2000ETF,24,7.085366317610693,4,"{'无持仓': 187, '卖出价格超范围': 0, '现金不足': 2, '买入价格超范围': 0}",0.02,0.0265,0.005,0.002,98000
159531,中证2000ETF,25,1.883017965581268,8,"{'无持仓': 185, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.0175,0.024999999999999998,0.005,0.003,12000
159531,中证2000ETF,26,0.46601757538851235,26,"{'无持仓': 177, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.009000000000000001,0.014499999999999999,0.0025,0.004,1000
159531,中证2000ETF,27,6.753336072788049,10,"{'无持仓': 177, '卖出价格超范围': 0, '现金不足': 3, '买入价格超范围': 0}",0.017,0.013999999999999999,0.0015,0.001,37000
159531,中证2000ETF,28,15.240817175113946,6,"{'无持仓': 4, '卖出价格超范围': 292, '现金不足': 7, '买入价格超范围': 0}",0.0285,0.0115,0.005,0.0025,40000
159531,中证2000ETF,29,7.454519659156592,3,"{'无持仓': 8, '卖出价格超范围': 165, '现金不足': 0, '买入价格超范围': 0}",0.0295,0.029,0.003,0.0045000000000000005,33000
159531,中证2000ETF,30,2.053829533733049,6,"{'无持仓': 188, '卖出价格超范围': 0, '现金不足': 17, '买入价格超范围': 0}",0.010499999999999999,0.004,0.0025,0.001,55000
159531,中证2000ETF,31,2.7710466354670644,16,"{'无持仓': 184, '卖出价格超范围': 0, '现金不足': 6, '买入价格超范围': 0}",0.004,0.010499999999999999,0.001,0.003,27000
159531,中证2000ETF,32,2.633289168004965,4,"{'无持仓': 186, '卖出价格超范围': 0, '现金不足': 7, '买入价格超范围': 0}",0.006500000000000001,0.016,0.0015,0.0015,74000
159531,中证2000ETF,33,1.6244261174999992,2,"{'无持仓': 187, '卖出价格超范围': 0, '现金不足': 10, '买入价格超范围': 0}",0.0235,0.009500000000000001,0.0055000000000000005,0.0015,69000
159531,中证2000ETF,34,22.30400204089473,9,"{'无持仓': 3, '卖出价格超范围': 457, '现金不足': 1, '买入价格超范围': 0}",0.02,0.0175,0.001,0.0045000000000000005,35000
159531,中证2000ETF,35,1.2818249464131222,4,"{'无持仓': 198, '卖出价格超范围': 0, '现金不足': 18, '买入价格超范围': 0}",0.008,0.004,0.0015,0.001,74000
159531,中证2000ETF,36,3.3058980263280975,6,"{'无持仓': 189, '卖出价格超范围': 0, '现金不足': 6, '买入价格超范围': 0}",0.003,0.017,0.001,0.002,71000
159531,中证2000ETF,37,2.3635290774168243,12,"{'无持仓': 188, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.007500000000000001,0.022,0.0015,0.0065,15000
