symbol,name,number,profit_rate,trade_count,failed_trades,up_sell_rate,down_buy_rate,up_callback_rate,down_rebound_rate,shares_per_trade
159300,300ETF,0,2.141504794681649,8,"{'无持仓': 32, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.013000000000000001,0.029,0.003,0.0055000000000000005,4000
159300,300ETF,1,0.09130958064520382,7,"{'无持仓': 110, '卖出价格超范围': 0, '现金不足': 158, '买入价格超范围': 0}",0.007,0.0045000000000000005,0.002,0.001,15000
159300,300ETF,2,-0.4080647013859852,5,"{'无持仓': 17, '卖出价格超范围': 0, '现金不足': 177, '买入价格超范围': 0}",0.022,0.0035,0.0065,0.001,20000
159300,300ETF,3,0.833187288960209,7,"{'无持仓': 64, '卖出价格超范围': 0, '现金不足': 140, '买入价格超范围': 0}",0.0085,0.008,0.001,0.001,13000
159300,300ETF,4,0.9923658310383033,11,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 122, '买入价格超范围': 0}",0.014499999999999999,0.011,0.003,0.001,8000
159300,300ETF,5,1.5827991804474442,5,"{'无持仓': 39, '卖出价格超范围': 0, '现金不足': 60, '买入价格超范围': 0}",0.013000000000000001,0.0155,0.003,0.0015,13000
159300,300ETF,6,-0.664166949371749,10,"{'无持仓': 10, '卖出价格超范围': 0, '现金不足': 172, '买入价格超范围': 0}",0.019,0.004,0.004,0.001,5000
159300,300ETF,7,4.063393766181311,5,"{'无持仓': 86, '卖出价格超范围': 0, '现金不足': 6, '买入价格超范围': 0}",0.0045000000000000005,0.029,0.001,0.0085,20000
159300,300ETF,8,-1.0284330738691934,22,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 165, '买入价格超范围': 0}",0.011,0.0055,0.0025,0.001,3000
159300,300ETF,9,-1.4701554081367503,9,"{'无持仓': 12, '卖出价格超范围': 0, '现金不足': 173, '买入价格超范围': 0}",0.0165,0.0035,0.0045,0.001,7000
159300,300ETF,10,0.3699196662058675,10,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 133, '买入价格超范围': 0}",0.021,0.0115,0.0035,0.002,5000
159300,300ETF,11,1.4096770059111876,3,"{'无持仓': 28, '卖出价格超范围': 0, '现金不足': 28, '买入价格超范围': 0}",0.0295,0.024,0.0085,0.0065,15000
159300,300ETF,12,0.9415709169420007,6,"{'无持仓': 10, '卖出价格超范围': 0, '现金不足': 164, '买入价格超范围': 0}",0.028,0.005,0.002,0.001,8000
159300,300ETF,13,0.4900401888638298,13,"{'无持仓': 6, '卖出价格超范围': 0, '现金不足': 129, '买入价格超范围': 0}",0.013500000000000002,0.01,0.0035,0.0015,7000
159300,300ETF,14,0.4015767087789864,5,"{'无持仓': 24, '卖出价格超范围': 0, '现金不足': 157, '买入价格超范围': 0}",0.0175,0.006500000000000001,0.0045000000000000005,0.001,24000
159300,300ETF,15,-0.031890524497910515,3,"{'无持仓': 21, '卖出价格超范围': 0, '现金不足': 146, '买入价格超范围': 0}",0.024,0.008,0.001,0.002,17000
159300,300ETF,16,1.26410015005272,9,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.023,0.024,0.001,0.003,3000
159300,300ETF,17,3.7244139814223454,7,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 98, '买入价格超范围': 0}",0.0265,0.02,0.003,0.001,8000
159300,300ETF,18,4.6672674793637565,10,"{'无持仓': 10, '卖出价格超范围': 0, '现金不足': 21, '买入价格超范围': 0}",0.0115,0.023,0.0025,0.006,12000
159300,300ETF,19,3.3615743729788665,5,"{'无持仓': 58, '卖出价格超范围': 0, '现金不足': 14, '买入价格超范围': 0}",0.006,0.0225,0.0015,0.004,19000
159300,300ETF,20,1.5295804342604242,12,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.0165,0.017,0.0025,0.001,3000
159300,300ETF,21,2.2082272070301694,5,"{'无持仓': 62, '卖出价格超范围': 0, '现金不足': 16, '买入价格超范围': 0}",0.0035,0.0205,0.001,0.0025,13000
159300,300ETF,22,-0.6037105848515056,8,"{'无持仓': 3, '卖出价格超范围': 0, '现金不足': 141, '买入价格超范围': 0}",0.0275,0.009500000000000001,0.004,0.0025,6000
159300,300ETF,23,0.819952390541439,5,"{'无持仓': 65, '卖出价格超范围': 0, '现金不足': 86, '买入价格超范围': 0}",0.005,0.010499999999999999,0.001,0.003,20000
159300,300ETF,24,5.573522528854795,5,"{'无持仓': 38, '卖出价格超范围': 0, '现金不足': 13, '买入价格超范围': 0}",0.02,0.0265,0.005,0.002,22000
159300,300ETF,25,1.5035519705413898,9,"{'无持仓': 18, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.0175,0.024999999999999998,0.005,0.003,3000
159300,300ETF,26,1.3934671443711704,25,"{'无持仓': 6, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.009000000000000001,0.014499999999999999,0.0025,0.004,1000
159300,300ETF,27,0.9365491694801312,8,"{'无持仓': 4, '卖出价格超范围': 0, '现金不足': 129, '买入价格超范围': 0}",0.017,0.013999999999999999,0.0015,0.001,9000
159300,300ETF,28,-0.10367624961279216,6,"{'无持仓': 5, '卖出价格超范围': 0, '现金不足': 137, '买入价格超范围': 0}",0.0285,0.0115,0.005,0.0025,9000
159300,300ETF,29,3.5202195876087354,7,"{'无持仓': 7, '卖出价格超范围': 0, '现金不足': 0, '买入价格超范围': 0}",0.0295,0.029,0.003,0.0045000000000000005,8000
159300,300ETF,30,2.3556003169615867,8,"{'无持仓': 64, '卖出价格超范围': 0, '现金不足': 171, '买入价格超范围': 0}",0.010499999999999999,0.004,0.0025,0.001,13000
